Nombre;Estrellas restaurante;Usuario;Titulo comentario;Comentario;Calificacion
Cala Roca;5.0;vpecheverri;CalaRoca;¡Buenísimo el servicio, la pizza demasiado buena y Will un bacan! 👍🏻 muy rico todo, Will súper servicial y muy especial, muy atento, humaniza el servicio, conoce muy la carta, da súper buenas recomendacionesMás;5.0
Mezcla;5.0;Laura B;Recomendado!!!;Es un sitio acogedor, ideal para pasar un rato con tus amigos. Los crepes super ricos y el pan de chocolate delicioso!!;4.0
Mezcla;5.0;dorat881;Sangría Deli;Estuve con mis compañeras de trabajo celebrando el día de la mujer excelente música y rica comida me encanto el parche 🤩 recomendado .;5.0
Mezcla;5.0;victorcJ5783SA;Margaritas ilimitadas;Hoy con mis amigos, la pasamos excelente esta noche en mezcla , con los cocteles ilimitados, buen ambiente y muisca . y el personal de la noche es demasidos atento y rapido realmente los felicito .. recomendado 100 % ...;5.0
Mezcla;5.0;Darwin S;Lo mejor en comidas.;Fui esta. Mañana. con mi pareja.  Y disfrutamos. De unas ricas ensaladas. Cesar   Y un rico. Cafe.  Le recomiendo el lugar una atención. Muy buena.   La mesera. Muy formal.  Agradable  y muy atenté  a nuestros. Pedidos   El lugar es  un lugar  muy relajante.  Y muy...impecable  en todo.  Se los recomiendo  muy bueno todo y a muy buen precio. 5 de 5Más;5.0
Mezcla;5.0;Arantxa V;Desayuno;Cómi esta mañana  omelett completó con queso, champiñón, cebolla acaramelizada y un cafe late muy rico, el lugar pequeño pero acogedor ideal para pasar un rato con amigos y compartir una comida sana, el servicio genial muy amable mi mesera 100/100 recomendado;5.0
Mezcla;5.0;326lizethc;La calidez y el sabor en un solo lugar;El lugar evoca calidez y ganas de compartir en familia, pareja y con amigos. La comida es diferente a la que podemos encontrar en todas partes, todo con muy buena sazón y una estética deliciosa. Todos son súper amigables, la atención es superior y siempre...elegiría regresar 🤍Más;5.0
Mezcla;5.0;sofiagJ2194UT;Desayuno;Fui por unas deliciosas tostadas de salmón, con un jugo de naranja y un capuchino todo muy rico, el ambiente, el servicio genial todo quede muy encantada volvería de nuevo a visitarlos recomendado 100% felicidades;5.0
Mezcla;5.0;egleeesmeraldaa;Me encanta;Que delicia de comida y cócteles,  sobre todo el zpritz y la crepe parisina estaban exelente .. 100 % recomendado ....;5.0
Mezcla;5.0;569alanav;Muy bueno;Deliciosos los cocktails, la atención buenísima! Recomendado, hay buena música, los postres deliciosos;5.0
Mezcla;5.0;rafaelmP6504AF;Agradecimientos a la familia de mezcla;El día de ayer estuve con mi pareja celebrando nuestro aniversario, me agrado profundamente que estuviera uno de los dueños ya que el servicio no pudo ser mejor. Su hospitalidad nos hizo sentir como en casa.  Algo de lo que tienen que probar es su...ron especial, la verdad no se con que está marinado pero increíble producto y agradecimientos totales a mezcla y su gente.Más;5.0
La Pampa Parrilla Argentina;5.0;Max A;Cena;Alex y Gabriel fueron muy bien meseros y la comics genial gracias a Jonathan y a la pampa soy de USA;5.0
La Pampa Parrilla Argentina;5.0;leidyjohanaz47;Visita un domingo;La comida es deliciosa, la atención de Gabriel  es excelente un lugar recomendado para ir a cenar o un almuerzo y para ir a picar las empanadas argentinas son deliciosas;5.0
La Pampa Parrilla Argentina;5.0;zaimao2023;Tarde pampa ❤️;Victor  la mejor atención de la tarde, la mejor sangría y carne 🥩, excelente super recomendado, super.;5.0
La Pampa Parrilla Argentina;5.0;anubisl2023;Celebración de cumpleaños;Todo excelente desde la atención de Victor Arrieta hasta desde el amigo que nos recomendó el chimichurri, el alfajol y toda la comida deliciosa;5.0
La Pampa Parrilla Argentina;5.0;Jesk1123;Festejo Cunpleaños;Excelente la comida , un cochinillo esquisito acompañado de unos maduros en queso deliciosos, con un segundo plato de alitas de cerdo en salsa de Bbqq con un baño de Jack Daniel jugoso y exquisito , agradecemos la gran atencion y excelente servicio del Parrillero...Jhonatan CardonaMás;5.0
La Pampa Parrilla Argentina;5.0;judalvel;Cumpleaños;En lo personal el servicio por parte del señor Víctor Arrieta y Gabriel fue excelente, de buenos sabores y de un excelente clima laboral, percibiendose gran capacidad por su labor desde la empatía y la comunicación asertiva.;5.0
La Pampa Parrilla Argentina;5.0;697yulianas;Cumpleaños de mi esposo;Excelente la atención, es muy agradable el ambiente, el lugar muy bonito y su carta espectacular. Me encantó el servicio del mesero Victor Arrieta, quien estuvo siempre dispuesto a nuestras dudas y a brindarnos todo en el tiempo oportuno.;5.0
La Pampa Parrilla Argentina;5.0;mariaoW2939WQ;Mi cumpleaños 🎉;"Atendidas por Víctor Arrieta, fenomenal la atención y la comida deliciosa.
Súper recomendado!!!
Visitarlo es disfrutar";5.0
La Pampa Parrilla Argentina;5.0;alexandraoV9860UC;Cumpleaños;"Excelente atención. 
Buena música envivo y nos atendió Victor Arrieta, el mejor.
Super recomendado...";5.0
La Pampa Parrilla Argentina;5.0;16yasmanig;Almuerzo;Muchas gracias Victor Arrieta  la comida estuvo excelente. El cochinillo s las leñas es un plato, muy bueno, gracias al parrillero jhonatan;5.0
Della Nonna Milla De Oro;5.0;356chases;Solo Visit;"Me encantó este lugar.  Vine solo y comí carpaccio, calamares y pasta.  Estaba tan bueno que pedí otra pasta para llevar.

 Guillermo fue un ángel absoluto.  El caballero detrás de la barra, también conocido como ""negrito"", hizo la mejor sangría.

 Volveré, y es muy probable...que sea con una cita.

 ¡Gracias!Más";5.0
Della Nonna Milla De Oro;5.0;Carolina P;Maravilloso ⭐️⭐️⭐️⭐️⭐️;Excelente la atención, muy muy queridos, la comida estuvo espectacular, la música agradable. Una experiencia inolvidable, me encanta!!;5.0
Della Nonna Milla De Oro;5.0;santiagoo581;Della nonna;Comida deliciosa y de calidad, atención excelente, meseros atento y amables, buen lugar, con muy buena ubicación, iluminado y amplio;5.0
Della Nonna Milla De Oro;5.0;LMM0712;Almuerzo;"Excelente atención de parte de Guillermo, la comida deliciosa !!, el postre demasiado rico !!
Nos encanta visitar este restaurante, tiene una excelente ubicación , decoración y publico !";5.0
Della Nonna Milla De Oro;5.0;Julian_hb;Ir a Italia en medellin.;"El mejor restaurante italiano de la ciudad, la atención es excelente, te reciben muy bien y te hacen sentir como en casa de la abuela, están muy atentos a lo que necesites y constantemente te preguntan si pueden hacer algo por ti.

LA COMIDA:  Exquisita,...no pasan por alto ni un solo detalle, la pasta al dente, las carnes en su término, las salsas son deliciosas, simplemente maravillosa.Más";5.0
Della Nonna Milla De Oro;5.0;SaritaBenju91;Restaurante italiano 20/10;Me encanta este restaurante, la comida es espectacular, de alta de calidad, platos bien pensados con excelente presentación, guardando el sabor tradicional. La atención es excepcional y el ambiente y decoración del lugar lo convierten en una experiencia muyyy agradable. Lo recomiendo 1.000%;5.0
Della Nonna Milla De Oro;5.0;luisbF9995BL;CADA DIA MEJOR;"Es mi segunda visita. Y la calidad sigue igual, la comida es deliciosa, el servicio es perfecto. Siempre te reciben con un saludo y una sonrisa y durante toda tu estadía están pendientes de tu.
No se pueden ir sin probar el volcán de chocolate.";5.0
Della Nonna Milla De Oro;5.0;ashleybD8521UL;Excelente servicio;Uriel nos dio una muy buena atención, una experiencia increíble y nos atendió muy amable la verdad regresaría aquí.;5.0
Della Nonna Milla De Oro;5.0;dianarT4892CU;Excelente servicio;Excelente servicio, el mesero Uriel súper amable, el ambiente súper tranquilo y la comida riquísima!;5.0
Della Nonna Milla De Oro;5.0;Analía C;Excelente Servicio;Uriel nos atendió, muy detallista. La comida deliciosa y el servicio y la atención estuvo muy buena. Definitivamente volveremos a comer aquí cuando regresemos a Medellín;5.0
JURÄ KUB;4.5;F315AB;Horrible;Esta todo muy malo. Los sabores son muy muy muy malos. Encima te quedas con hambre. Tambien es carisimo. Nada recomendable.;1.0
JURÄ KUB;4.5;B2299JEnataliag;Excelente experiencia;Nos encanta siempre venir a este lugar ya que ofrecen una gran experiencia gastronómica del amazonas para que más personas conozcan acerca de su cultura y sabores únicos en sus cócteles, simplemente una maravillosa experiencia;5.0
JURÄ KUB;4.5;María Camila M;Nos pareció malo el servicio ;Fuimos a comer y dijimos que una de las personas tenía alergia a los lácteos, hicieron caso omiso y la persona se enfermo muy mal, tuvo que tomar e inahalar su medicina para poder respirar no nos gustó la experiencia;1.0
JURÄ KUB;4.5;vjacob35;Excelente!!! Queda por El Poblado;Una experiencia increíble!! Los ceviches deliciosos y los cócteles sorprendentes!! Deberían actualizar la ubicación que se encuentra en el mapa (la dirección está bien) pero me confundió.;5.0
JURÄ KUB;4.5;laura r;Experiencia increíble;"Tatiana nos atendió maravillosamente!! 💙💙💙💙💙💙

La comida, la música, la decoración, todo es maravilloso.";5.0
JURÄ KUB;4.5;368luzelenan;Jura Kub;Excelente servicio, Tatiana es la mejor, la presentación del deliciosos menú acompañado de la reseña que lo acompaña brinda una experiencia maravillosa, gracias;5.0
JURÄ KUB;4.5;cannal_b2022;Se rieron de mi...;"Se rieron de mi... No entrndia  por que  cobran 100 para la reserva y se respalda por ser un restaurante ""exclusivo"". He visitado muchos restaurantes en ciudades y países excelentes y exclusivos y nunca me cobraban por adelantado...";1.0
JURÄ KUB;4.5;551tomass;Sabores insospechados ;Cuando llegamos el sitio estaba aún vacío, la música era instrumental y acompañada de sonidos de la selva, wow! Miramos la carta y encontramos combinación de  ingredientes nunca antes vistos aunque familiares de nuestra visita al Amazonas Colombiano. Tomamos 3 cócteles cada uno y de...comida  entrada y fuerte. La comida estaba deliciosa. Lo que más nos gustó fue la propuesta de cócteles. Ingredientes nuevos como protagonistas, bien balanceados, sin virar al espectro de lo dulce como es usual en la ciudad. El precio es muy similar al resto de bares de Medellín pero acá no duele pagarlos porque definitivamente te estás tomando algo diferente. Además cada cóctel trae una historia encantadora y quien mejor que Tatiana para contarlas! Muy recomendado.Más;4.0
JURÄ KUB;4.5;jamesrZ7588BV;Excelente servicio;Muy buena atención, cordialidad y mucha empatía. Excelente lugar para despejar mente y aprender de muy buena cultura. Un agradecimiento al joven esteban Beltrán por su calidad humana y ser tan atentó. Muchas gracias Jurakub!;5.0
JURÄ KUB;4.5;marisolg187;Pésima Atención de la Mesera;"Estuve con mi hija, hoy noviembre 12/2022 pagué 10 mil por la reserva, me atiende  una mesera que me explicó al comienzo muy amable mas o menos el menú, le hice caso en lo que me sugirió, pero la verdad  no nos gustoó mucho los...sabores  del plato, las  bebidas si estabam muy ricas, pagué 300 mil pesos, con los 100 de la reserva que eran consumibles, no le dí los 30 mil pesos de la propina que es lo que sugieren los restaurantes ( el 10% del total de la cuenta )  le di 5 mil pesos, pues  realmente nos demoramos poco en el restaurante, llevamos a casa casi toda la comida, despues que le di la propina a esa mesera le provocaba  matarme, torciÓ la boca cuando le di el billete , y no contestó, cuando nos. despedimos, es el colmo que sean tan irrespetuosos cuándo no les gusta algo

PAGUÉ 300 MIL PESOS, Y NO FUE SUFICIENTE

NO ME GUSTÓ NADA N DE ESE RESTAURANTE 

OBVIO. NO. Volvería  JAMAS!Más";2.0
Forbici Pizza;5.0;DavidYepes;Que desastre;Entiendo que se tenga que esperar pero lo que no entiendo es que no respete el orden de llegada. Posterior a esto pedimos las bebidas y una hora y media después preguntamos por nuestro pedido y nos contestan que en 5 minutos sale. El mesero...va a la cocina y claramente la encargada de la cocina le indica que no tiene el pedido que hora y media antes se.habia realizado. 15 minutos después pedimos la cuenta como si nada hubiera pasado. Ni una disculpa ni una aclaración. Todo un desastre el servicioMás;1.0
Forbici Pizza;5.0;Grafikoala;Excelente;"Deliciosa opción del evento Gastronómico Sano.
Lugar acogedor, excelente atención y pizzas brutales con ingredientes de alta calidad.

Súper recomendado";5.0
Forbici Pizza;5.0;Andres E;Pizza y masa una chimba;Excelente pizza , la pizza se camarones deliciosa, rápida la atención, personal super amable…. La masa es cosa de locos;5.0
Forbici Pizza;5.0;jdiegoal;Espectacular!!!;He estado comiendo desde que iniciaron y nunca decepciona… acabo de probar la pizza ganadora del pizza master y es única, espectacular y sin comparación. Súper recomendado! Deben venir…;5.0
Forbici Pizza;5.0;929henriquem;Súper recommendable;Pizza muy rica y la atención súper buena. Valeria tiene súper atención a los clientes . Recomiendo la pizza;5.0
Forbici Pizza;5.0;osc375;Una de las mejores que he probado;"Una de las mejores pizzas que he probado. La masa crocante y perfectamente hecha se mantiene así mientras vas comiendo. La salsa tiene excelente sabor. Usan muy buenos ingredientes y se nota que saben de pizza.
Probamos la margarita que me encantó, y si les...gustan los sabores más complejos recomiendo la Formici, la burrata se sentía fresca y todos los sabores y texturas combinaban perfecto.
Muy recomendado!Más";5.0
Forbici Pizza;5.0;Trip514981;Grupo de 10 personas.;La pizza súper rica.  Recomiendo la de espinacas, la de cebolla y la burrata. Yummy!  El servicio de primera.  100% recomendado!;5.0
Forbici Pizza;5.0;CaroCorrea12-B;Inconformidad con trato a empleados;El 31 de enero asistí a este lugar en compañía de mi familia, todo nos pareció excelente, la comida deliciosa, gran amabilidad y excelente atención por parte del personal. Sin embargo, notamos la presencia de una mujer que se refería a ellos de manera irrespetuosa...y petulante, por lo que al percatarnos de esta situación manifestamos nuestro disgusto ante ese trato y nos mencionaron que era una socia del lugar. Me decepcionó que detrás de un lugar tan maravilloso al que volvería sin dudarlo esté a cargo una persona con poca empatía, ya que el personal estaba en un momento de alto aforo y ella era insistente con sus peticiones hacia ellos. Conforme a ello, es inevitable que un cliente se sienta incomodo frente a esta situación. Al lugar volvería sin dudarlo, pero un trabajador no merece nunca recibir un trato como el que tuvimos que presenciar.Más;1.0
