f_property_type,f_room_type,f_room_type2,f_cancellation_policy,f_bed_type,f_neighbourhood_cleansed,usd_price_day,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_guests_included,n_reviews_per_month,n_extra_people,n_minimum_nights,n_beds,n_days_since,d_24hourcheckin,d_airconditioning,d_breakfast,d_buzzerwirelessintercom,d_cabletv,d_carbonmonoxidedetector,d_cats,d_dogs,d_doorman,d_doormanentry,d_dryer,d_elevatorinbuilding,d_essentials,d_familykidfriendly,d_fireextinguisher,d_firstaidkit,d_freeparkingonpremises,d_freeparkingonstreet,d_gym,d_hairdryer,d_hangers,d_heating,d_hottub,d_indoorfireplace,d_internet,d_iron,d_keypad,d_kitchen,d_laptopfriendlyworkspace,d_lockonbedroomdoor,d_lockbox,d_otherpets,d_paidparkingoffpremises,d_petsallowed,d_petsliveonthisproperty,d_pool,d_privateentrance,d_privatelivingroom,d_safetycard,d_selfcheckin,d_shampoo,d_smartlock,d_smokedetector,d_smokingallowed,d_suitableforevents,d_tv,d_washer,d_washerdryer,d_wheelchairaccessible,d_wirelessinternet,price,id,neighbourhood_cleansed,cancellation_policy,room_type,property_type,ln_price,n_accommodates2,ln_accommodates,ln_accommodates2,ln_beds,f_bathroom,ln_number_of_reviews,f_number_of_reviews,ln_days_since,ln_days_since2,ln_days_since3,n_days_since2,n_days_since3,ln_review_scores_rating,f_minimum_nights,flag_days_since,flag_review_scores_rating,flag_reviews_per_month
Apartment,Private room,Private,strict,Real Bed,Hackney,80,2,0.5,93,36,1,0.55,30,1,1,1956,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,80,244126,Hackney,strict,Private room,Apartment,4.38202663467388,4,0.693147180559945,0.480453013918201,0,1,3.61091791264422,2,7.57916796739608,57.4437870780028,435.376110947519,3825936,7483530816,4.53259949315326,1,0,0,0
House,Private room,Private,strict,Real Bed,Hackney,59,2,1,100,3,1,0.3,0,2,1,300,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,59,12577140,Hackney,strict,Private room,House,4.07753744390572,4,0.693147180559945,0.480453013918201,0,2,1.38629436111989,2,5.70711026474888,32.571107574002,185.886902369827,90000,27000000,4.60517018598809,2,0,0,0
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,90,2,1,90,4,1,0.19,0,5,1,645,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90,4825530,Hackney,moderate,Entire home/apt,Apartment,4.49980967033027,4,0.693147180559945,0.480453013918201,0,2,1.6094379124341,2,6.4707995037826,41.8712462181532,270.940439251185,416025,268336125,4.49980967033027,3,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,60,2,2,96,0,1,0.52,0,1,1,405,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,60,9856274,Hackney,flexible,Private room,House,4.0943445622221,4,0.693147180559945,0.480453013918201,0,3,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,1,1,1,1
Apartment,Private room,Private,moderate,Real Bed,Hackney,54,2,1,96,63,1,6.36,25,1,1,296,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,54,12822730,Hackney,moderate,Private room,Apartment,3.98898404656427,4,0.693147180559945,0.480453013918201,0,2,4.15888308335967,3,5.6937321388027,32.4185856684348,184.582743114896,87616,25934336,4.56434819146784,1,0,0,0
House,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,85,4,1,94,10,3,1.08,10,1,2,278,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,85,12551309,Hackney,flexible,Entire home/apt,House,4.44265125649032,16,1.38629436111989,1.92181205567281,0.693147180559945,2,2.39789527279837,2,5.63121178182137,31.7105461317238,178.568800984953,77284,21484952,4.54329478227,1,0,0,0
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,89,2,1,98,8,2,0.22,10,1,1,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,89,2206362,Hackney,moderate,Entire home/apt,Apartment,4.48863636973214,4,0.693147180559945,0.480453013918201,0,2,2.19722457733622,2,7.00940893270864,49.1318135859356,344.384973029433,1223236,1352899016,4.58496747867057,1,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,52,2,1,100,16,1,5.58,0,1,1,84,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,52,16201894,Hackney,flexible,Private room,Apartment,3.95124371858143,4,0.693147180559945,0.480453013918201,0,2,2.83321334405622,2,4.44265125649032,19.737150186795,87.6852750769029,7056,592704,4.60517018598809,1,0,0,0
House,Private room,Private,strict,Real Bed,Hackney,55,2,1,92,12,2,0.92,0,3,1,389,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,55,5625607,Hackney,strict,Private room,House,4.00733318523247,4,0.693147180559945,0.480453013918201,0,2,2.56494935746154,2,5.96614673912369,35.5949069127563,212.364437806952,151321,58863869,4.52178857704904,3,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,20,1,2,96,0,1,0.52,0,1,5,405,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,20,11140474,Hackney,flexible,Private room,House,2.99573227355399,1,0,0,1.6094379124341,3,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,1,1,1,1
Apartment,Private room,Private,moderate,Real Bed,Hackney,32,2,1,91,17,1,2.22,8,2,1,229,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,32,13759538,Hackney,moderate,Private room,Apartment,3.46573590279973,4,0.693147180559945,0.480453013918201,0,2,2.89037175789616,2,5.4380793089232,29.5727065701386,160.818723707928,52441,12008989,4.51085950651685,2,0,0,0
House,Private room,Private,strict,Real Bed,Hackney,28,2,1.5,87,11,1,1.2,12,1,1,274,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,28,13096962,Hackney,strict,Private room,House,3.3322045101752,4,0.693147180559945,0.480453013918201,0,2,2.484906649788,2,5.61677109766657,31.5481175635825,177.198554916918,75076,20570824,4.46590811865458,1,0,0,0
House,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,200,5,1.5,98,8,4,1.14,0,2,5,210,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,200,1927679,Hackney,strict,Entire home/apt,House,5.29831736654804,25,1.6094379124341,2.59029039398023,1.6094379124341,2,2.19722457733622,2,5.35185813347607,28.6423854808539,153.289983697865,44100,9261000,4.58496747867057,2,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,99,3,1,84,5,2,0.24,20,3,1,615,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,99,5332140,Hackney,strict,Entire home/apt,Apartment,4.59511985013459,9,1.09861228866811,1.20694896081258,0,2,1.79175946922805,2,6.42324696353352,41.2581015545426,265.010975531373,378225,232608375,4.43081679884331,3,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,32,1,1,100,1,1,0.09,0,4,1,319,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,32,10878517,Hackney,flexible,Private room,Apartment,3.46573590279973,1,0,0,0,2,0.693147180559945,2,5.76832099579377,33.2735271105153,191.932385035698,101761,32461759,4.60517018598809,3,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,100,2,1,90,2,1,0.2,30,3,1,295,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,100,8637968,Hackney,strict,Entire home/apt,Apartment,4.60517018598809,4,0.693147180559945,0.480453013918201,0,2,1.09861228866811,2,5.69035945432406,32.3801907194152,184.254924393041,87025,25672375,4.49980967033027,3,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,60,2,1,96,0,1,0.52,0,1,1,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,60,7833442,Hackney,flexible,Private room,House,4.0943445622221,4,0.693147180559945,0.480453013918201,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,1,1,1,1
Apartment,Private room,Private,flexible,Real Bed,Hackney,30,2,1,97,6,1,0.49,0,3,1,370,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,30,11247586,Hackney,flexible,Private room,Apartment,3.40119738166216,4,0.693147180559945,0.480453013918201,0,2,1.94591014905531,2,5.91620206260743,35.0014468456005,207.075632022186,136900,50653000,4.57471097850338,3,0,0,0
House,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,100,4,1,96,0,2,0.52,25,3,2,405,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,100,9671580,Hackney,flexible,Entire home/apt,House,4.60517018598809,16,1.38629436111989,1.92181205567281,0.693147180559945,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,3,1,1,1
Apartment,Private room,Private,strict,Real Bed,Hackney,49,2,1,100,2,1,0.09,5,7,1,686,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,49,5090433,Hackney,strict,Private room,Apartment,3.89182029811063,4,0.693147180559945,0.480453013918201,0,2,1.09861228866811,2,6.53233429222235,42.6713913053441,278.743792720738,470596,322828856,4.60517018598809,3,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,163,1,2,96,0,1,0.52,0,1,1,405,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,163,10809649,Hackney,flexible,Private room,House,5.09375020080676,1,0,0,0,3,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,1,1,1,1
Apartment,Private room,Private,strict,Real Bed,Hackney,34,2,1,96,1,1,0.13,8,1,1,236,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,34,13219475,Hackney,strict,Private room,Apartment,3.52636052461616,4,0.693147180559945,0.480453013918201,0,2,0.693147180559945,2,5.46806014113513,29.8996817070708,163.493257775061,55696,13144256,4.56434819146784,1,0,1,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,95,3,1,100,4,1,0.16,0,7,1,744,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,95,4569857,Hackney,strict,Entire home/apt,Apartment,4.55387689160054,9,1.09861228866811,1.20694896081258,0,2,1.6094379124341,2,6.61338421837956,43.7368508199118,289.248598974026,553536,411830784,4.60517018598809,3,0,0,0
House,Private room,Private,moderate,Real Bed,Hackney,45,2,1,99,30,1,1.07,0,1,1,839,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,45,4036138,Hackney,moderate,Private room,House,3.80666248977032,4,0.693147180559945,0.480453013918201,0,2,3.43398720448515,2,6.73340189183736,45.3387010369989,305.283695335977,703921,590589719,4.59511985013459,1,0,0,0
House,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,150,5,3.5,96,0,5,0.52,20,2,3,405,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,150,17004059,Hackney,strict,Entire home/apt,House,5.01063529409626,25,1.6094379124341,2.59029039398023,1.09861228866811,3,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,2,1,1,1
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,50,3,1,100,10,2,0.26,10,4,2,1156,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,50,2072950,Hackney,moderate,Entire home/apt,Apartment,3.91202300542815,9,1.09861228866811,1.20694896081258,0.693147180559945,2,2.39789527279837,2,7.05358572719368,49.7530716108704,350.93755579848,1336336,1544804416,4.60517018598809,3,0,0,0
House,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,199,6,1.5,96,0,1,0.52,0,7,5,405,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,199,16532273,Hackney,moderate,Entire home/apt,House,5.29330482472449,36,1.79175946922805,3.2104019955684,1.6094379124341,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,3,1,1,1
Apartment,Private room,Private,strict,Real Bed,Hackney,40,2,1,90,2,1,2,0,1,1,20,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,40,17018921,Hackney,strict,Private room,Apartment,3.68887945411394,4,0.693147180559945,0.480453013918201,0,2,1.09861228866811,2,3.04452243772342,9.26911687380137,28.2200343001691,400,8000,4.49980967033027,1,0,0,0
Apartment,Private room,Private,moderate,Real Bed,Hackney,150,4,2,95,21,2,1.85,0,2,2,340,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,150,11117488,Hackney,moderate,Private room,Apartment,5.01063529409626,16,1.38629436111989,1.92181205567281,0.693147180559945,3,3.09104245335832,2,5.83188247728352,34.0108532288465,198.347298982772,115600,39304000,4.55387689160054,2,0,0,0
Apartment,Private room,Private,strict,Real Bed,Hackney,43,2,1,90,4,1,3.33,0,1,1,35,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,43,16920272,Hackney,strict,Private room,Apartment,3.76120011569356,4,0.693147180559945,0.480453013918201,0,2,1.6094379124341,2,3.58351893845611,12.8416079822736,46.0181454047066,1225,42875,4.49980967033027,1,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,45,2,1,96,0,1,0.52,0,4,1,405,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,45,8972265,Hackney,flexible,Private room,Apartment,3.80666248977032,4,0.693147180559945,0.480453013918201,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,3,1,1,1
Apartment,Private room,Private,strict,Real Bed,Hackney,39,2,1,100,1,1,0.36,0,2,1,83,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,39,15802717,Hackney,strict,Private room,Apartment,3.66356164612965,4,0.693147180559945,0.480453013918201,0,2,0.693147180559945,2,4.43081679884331,19.6321375049121,86.9864046539664,6889,571787,4.60517018598809,2,0,0,0
House,Private room,Private,flexible,Real Bed,Hackney,39,2,1,100,1,1,0.65,0,1,2,45,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,39,16644159,Hackney,flexible,Private room,House,3.66356164612965,4,0.693147180559945,0.480453013918201,0,2,0.693147180559945,2,3.8286413964891,14.65849494291,56.1221205486512,2025,91125,4.60517018598809,1,0,0,0
House,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,250,6,2,98,8,4,0.98,25,3,3,243,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,250,13444640,Hackney,strict,Entire home/apt,House,5.52146091786225,36,1.79175946922805,3.2104019955684,1.09861228866811,3,2.19722457733622,2,5.4971682252932,30.2188584971732,166.118148735292,59049,14348907,4.58496747867057,3,0,0,0
Apartment,Private room,Private,moderate,Couch,Hackney,25,2,1,96,40,1,0.8,10,1,1,1490,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,25,886142,Hackney,moderate,Private room,Apartment,3.2188758248682,4,0.693147180559945,0.480453013918201,0,2,3.71357206670431,2,7.30720231476474,53.3952056689031,390.169570461148,2220100,3307949000,4.56434819146784,1,0,0,0
Apartment,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,90,6,2,93,3,2,0.64,20,2,3,139,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,90,15388863,Hackney,strict,Entire home/apt,Apartment,4.49980967033027,36,1.79175946922805,3.2104019955684,1.09861228866811,3,1.38629436111989,2,4.9416424226093,24.4198298329319,120.674067055317,19321,2685619,4.53259949315326,2,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,45,2,1,96,0,1,0.52,0,1,1,405,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,45,7552385,Hackney,flexible,Private room,Apartment,3.80666248977032,4,0.693147180559945,0.480453013918201,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,1,1,1,1
Apartment,Private room,Private,flexible,Real Bed,Hackney,30,2,1,96,0,1,0.52,0,3,1,405,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30,13569438,Hackney,flexible,Private room,Apartment,3.40119738166216,4,0.693147180559945,0.480453013918201,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,3,1,1,1
House,Entire home/apt,Entire/Apt,strict,Real Bed,Hackney,140,6,3,100,1,1,0.06,20,7,2,475,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,140,8453710,Hackney,strict,Entire home/apt,House,4.9416424226093,36,1.79175946922805,3.2104019955684,0.693147180559945,3,0.693147180559945,2,6.16541785423142,38.0123773172756,234.362189793712,225625,107171875,4.60517018598809,3,0,0,0
Apartment,Private room,Private,moderate,Real Bed,Hackney,40,2,1,94,53,1,4.13,15,1,1,384,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1,40,10452093,Hackney,moderate,Private room,Apartment,3.68887945411394,4,0.693147180559945,0.480453013918201,0,2,3.98898404656427,3,5.95324333428778,35.4411061972419,210.989529228516,147456,56623104,4.54329478227,1,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,45,2,1,96,0,1,0.52,0,1,1,405,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,45,11490134,Hackney,flexible,Private room,Apartment,3.80666248977032,4,0.693147180559945,0.480453013918201,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,1,1,1,1
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,70,2,1,100,1,1,0.05,0,3,1,573,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,70,7450227,Hackney,moderate,Entire home/apt,Apartment,4.24849524204936,4,0.693147180559945,0.480453013918201,0,2,0.693147180559945,2,6.35262939631957,40.3559002469835,256.366078223927,328329,188132517,4.60517018598809,3,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,45,2,1,96,0,1,0.52,10,2,1,405,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,45,17512824,Hackney,flexible,Private room,Apartment,3.80666248977032,4,0.693147180559945,0.480453013918201,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,2,1,1,1
Apartment,Entire home/apt,Entire/Apt,moderate,Real Bed,Hackney,79,4,1,93,9,2,1.08,10,2,2,248,1,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,79,1023976,Hackney,moderate,Entire home/apt,Apartment,4.36944785246702,16,1.38629436111989,1.92181205567281,0.693147180559945,2,2.30258509299405,2,5.51745289646471,30.4422864647068,167.963881629705,61504,15252992,4.53259949315326,2,0,0,0
Apartment,Private room,Private,flexible,Real Bed,Hackney,25,1,1,96,0,1,0.52,0,1,1,405,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,25,9782753,Hackney,flexible,Private room,Apartment,3.2188758248682,1,0,0,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,1,1,1,1
Apartment,Private room,Private,flexible,Real Bed,Hackney,50,2,1,96,0,1,0.52,0,1,1,405,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,50,7614569,Hackney,flexible,Private room,Apartment,3.91202300542815,4,0.693147180559945,0.480453013918201,0,2,0,1,6.00635315960173,36.0762782778577,216.686868020882,164025,66430125,4.56434819146784,1,1,1,1
Apartment,Private room,Private,moderate,Real Bed,Hackney,35,1,1,100,6,1,0.33,0,2,1,536,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,35,7896773,Hackney,moderate,Private room,Apartment,3.55534806148941,1,0,0,0,2,1.94591014905531,2,6.28599809450886,39.5137720441691,248.383495776505,287296,153990656,4.60517018598809,2,0,0,0
Apartment,Entire home/apt,Entire/Apt,flexible,Real Bed,Hackney,56,2,1,89,35,1,2.45,0,3,1,427,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,56,10067482,Hackney,flexible,Entire home/apt,Apartment,4.02535169073515,4,0.693147180559945,0.480453013918201,0,2,3.58351893845611,2,6.0591231955818,36.7129738992374,222.448431731658,182329,77854483,4.48863636973214,3,0,0,0
House,Private room,Private,strict,Real Bed,Hackney,28,2,1,97,8,1,0.44,0,1,1,540,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,28,7224381,Hackney,strict,Private room,House,3.3322045101752,4,0.693147180559945,0.480453013918201,0,2,2.19722457733622,2,6.29341927884648,39.6071262193566,249.264251728605,291600,157464000,4.57471097850338,1,0,0,0
Apartment,Private room,Private,strict,Real Bed,Hackney,39,2,1.5,47,3,2,0.58,10,2,1,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,39,15049466,Hackney,strict,Private room,Apartment,3.66356164612965,4,0.693147180559945,0.480453013918201,0,2,1.38629436111989,2,5.03695260241363,25.3708915189614,127.791978061987,23409,3581577,3.85014760171006,2,0,0,0
